,Buy,Currency,Date,Mean,Sell,date
849,76.7000,US DOLLAR,08-03-2010,76.7944,76.8889,2010-03-08
850,76.5750,US DOLLAR,09-03-2010,76.6653,76.7556,2010-03-09
851,76.6778,US DOLLAR,10-03-2010,76.7778,76.8778,2010-03-10
852,76.5706,US DOLLAR,11-03-2010,76.6608,76.7511,2010-03-11
853,76.6272,US DOLLAR,12-03-2010,76.7197,76.8122,2010-03-12
854,76.5750,US DOLLAR,15-03-2010,76.6639,76.7528,2010-03-15
855,76.7639,US DOLLAR,16-03-2010,76.8444,76.9250,2010-03-16
856,76.7444,US DOLLAR,17-03-2010,76.8292,76.9139,2010-03-17
857,76.7806,US DOLLAR,18-03-2010,76.8569,76.9333,2010-03-18
858,76.8917,US DOLLAR,19-03-2010,76.9714,77.0511,2010-03-19
859,76.8678,US DOLLAR,22-03-2010,76.9539,77.0400,2010-03-22
860,76.9656,US DOLLAR,23-03-2010,77.0489,77.1322,2010-03-23
861,76.9667,US DOLLAR,24-03-2010,77.0531,77.1394,2010-03-24
862,77.3611,US DOLLAR,25-03-2010,77.4586,77.5561,2010-03-25
863,77.2144,US DOLLAR,26-03-2010,77.3089,77.4033,2010-03-26
864,77.2178,US DOLLAR,29-03-2010,77.3017,77.3856,2010-03-29
865,77.2172,US DOLLAR,30-03-2010,77.3025,77.3878,2010-03-30
866,77.2494,US DOLLAR,31-03-2010,77.3314,77.4133,2010-03-31
867,77.2161,US DOLLAR,01-04-2010,77.2975,77.3789,2010-04-01
868,77.1167,US DOLLAR,06-04-2010,77.2083,77.3000,2010-04-06
869,77.1250,US DOLLAR,07-04-2010,77.2097,77.2944,2010-04-07
870,77.2044,US DOLLAR,08-04-2010,77.2994,77.3944,2010-04-08
871,77.1856,US DOLLAR,09-04-2010,77.2767,77.3678,2010-04-09
872,77.0733,US DOLLAR,12-04-2010,77.1708,77.2683,2010-04-12
873,77.0861,US DOLLAR,13-04-2010,77.1750,77.2639,2010-04-13
874,76.9972,US DOLLAR,14-04-2010,77.0978,77.1983,2010-04-14
875,76.8556,US DOLLAR,15-04-2010,76.9472,77.0389,2010-04-15
876,76.9406,US DOLLAR,16-04-2010,77.0281,77.1156,2010-04-16
877,77.2611,US DOLLAR,19-04-2010,77.3481,77.4350,2010-04-19
878,77.4111,US DOLLAR,20-04-2010,77.4953,77.5794,2010-04-20
879,77.1822,US DOLLAR,21-04-2010,77.2729,77.3635,2010-04-21
880,77.1972,US DOLLAR,22-04-2010,77.2854,77.3735,2010-04-22
881,77.2856,US DOLLAR,23-04-2010,77.3784,77.4712,2010-04-23
882,77.2172,US DOLLAR,26-04-2010,77.3048,77.3924,2010-04-26
883,77.2433,US DOLLAR,27-04-2010,77.3305,77.4177,2010-04-27
884,77.2672,US DOLLAR,28-04-2010,77.3442,77.4212,2010-04-28
885,77.2583,US DOLLAR,29-04-2010,77.3512,77.4441,2010-04-29
886,77.1761,US DOLLAR,30-04-2010,77.2660,77.3559,2010-04-30
887,77.0667,US DOLLAR,03-05-2010,77.1642,77.2618,2010-05-03
888,77.1333,US DOLLAR,04-05-2010,77.2255,77.3177,2010-05-04
889,77.3250,US DOLLAR,05-05-2010,77.4243,77.5235,2010-05-05
890,77.6556,US DOLLAR,06-05-2010,77.7528,77.8500,2010-05-06
891,77.9994,US DOLLAR,07-05-2010,78.0936,78.1877,2010-05-07
892,77.8750,US DOLLAR,10-05-2010,77.9713,78.0677,2010-05-10
893,77.7306,US DOLLAR,11-05-2010,77.8241,77.9177,2010-05-11
894,77.7750,US DOLLAR,12-05-2010,77.8899,78.0047,2010-05-12
895,77.7000,US DOLLAR,13-05-2010,77.8009,77.9018,2010-05-13
896,77.9583,US DOLLAR,14-05-2010,78.0468,78.1353,2010-05-14
897,78.2611,US DOLLAR,17-05-2010,78.3497,78.4382,2010-05-17
898,78.5500,US DOLLAR,18-05-2010,78.6397,78.7294,2010-05-18
899,78.6944,US DOLLAR,19-05-2010,78.7834,78.8724,2010-05-19
900,79.0806,US DOLLAR,20-05-2010,79.1712,79.2618,2010-05-20
901,79.3500,US DOLLAR,21-05-2010,79.4427,79.5353,2010-05-21
902,79.1500,US DOLLAR,24-05-2010,79.2471,79.3441,2010-05-24
903,79.4433,US DOLLAR,25-05-2010,79.5467,79.6500,2010-05-25
904,79.7000,US DOLLAR,26-05-2010,79.7868,79.8735,2010-05-26
905,79.6556,US DOLLAR,27-05-2010,79.7463,79.8371,2010-05-27
906,79.6194,US DOLLAR,28-05-2010,79.7171,79.8147,2010-05-28
907,79.6583,US DOLLAR,31-05-2010,79.7453,79.8324,2010-05-31
908,79.8017,US DOLLAR,02-06-2010,79.8929,79.9841,2010-06-02
909,79.9211,US DOLLAR,03-06-2010,80.0085,80.0959,2010-06-03
910,80.1311,US DOLLAR,04-06-2010,80.2228,80.3144,2010-06-04
911,81.4600,US DOLLAR,07-06-2010,81.5586,81.6572,2010-06-07
912,82.0167,US DOLLAR,08-06-2010,82.1028,82.1889,2010-06-08
913,81.8389,US DOLLAR,09-06-2010,81.9486,82.0583,2010-06-09
914,81.6417,US DOLLAR,10-06-2010,81.7458,81.8500,2010-06-10
915,80.5917,US DOLLAR,11-06-2010,80.6889,80.7861,2010-06-11
916,80.5778,US DOLLAR,14-06-2010,80.6806,80.7833,2010-06-14
917,80.6017,US DOLLAR,15-06-2010,80.6958,80.7900,2010-06-15
918,80.4611,US DOLLAR,16-06-2010,80.5500,80.6389,2010-06-16
919,80.6278,US DOLLAR,17-06-2010,80.7194,80.8111,2010-06-17
920,80.6167,US DOLLAR,18-06-2010,80.7117,80.8067,2010-06-18
921,80.4278,US DOLLAR,21-06-2010,80.5264,80.6250,2010-06-21
922,80.5417,US DOLLAR,22-06-2010,80.6361,80.7306,2010-06-22
923,80.8917,US DOLLAR,23-06-2010,80.9936,81.0956,2010-06-23
924,80.8167,US DOLLAR,24-06-2010,80.9375,81.0583,2010-06-24
925,81.5139,US DOLLAR,25-06-2010,81.6153,81.7167,2010-06-25
926,81.3806,US DOLLAR,28-06-2010,81.4694,81.5583,2010-06-28
927,81.6639,US DOLLAR,29-06-2010,81.7583,81.8528,2010-06-29
928,81.8167,US DOLLAR,30-06-2010,81.9167,82.0167,2010-06-30
929,81.7028,US DOLLAR,01-07-2010,81.7958,81.8889,2010-07-01
930,81.5611,US DOLLAR,02-07-2010,81.6583,81.7556,2010-07-02
931,81.3350,US DOLLAR,05-07-2010,81.4225,81.5100,2010-07-05
932,81.3978,US DOLLAR,06-07-2010,81.4919,81.5861,2010-07-06
933,81.4528,US DOLLAR,07-07-2010,81.5422,81.6317,2010-07-07
934,81.3944,US DOLLAR,08-07-2010,81.4847,81.5750,2010-07-08
935,81.3572,US DOLLAR,09-07-2010,81.4475,81.5378,2010-07-09
936,81.4167,US DOLLAR,12-07-2010,81.5097,81.6028,2010-07-12
937,81.7189,US DOLLAR,13-07-2010,81.8106,81.9022,2010-07-13
938,81.5944,US DOLLAR,14-07-2010,81.6839,81.7733,2010-07-14
939,81.5172,US DOLLAR,15-07-2010,81.6033,81.6894,2010-07-15
940,81.3500,US DOLLAR,16-07-2010,81.4375,81.5250,2010-07-16
941,81.4528,US DOLLAR,19-07-2010,81.5417,81.6306,2010-07-19
942,81.4972,US DOLLAR,20-07-2010,81.5861,81.6750,2010-07-20
943,81.7533,US DOLLAR,21-07-2010,81.8403,81.9272,2010-07-21
944,81.7167,US DOLLAR,22-07-2010,81.8153,81.9139,2010-07-22
945,81.4889,US DOLLAR,23-07-2010,81.5783,81.6678,2010-07-23
946,81.3139,US DOLLAR,26-07-2010,81.4014,81.4889,2010-07-26
947,81.0700,US DOLLAR,27-07-2010,81.1506,81.2311,2010-07-27
948,80.5472,US DOLLAR,28-07-2010,80.6639,80.7806,2010-07-28
949,80.5972,US DOLLAR,29-07-2010,80.6806,80.7639,2010-07-29
950,80.1367,US DOLLAR,30-07-2010,80.2297,80.3228,2010-07-30
951,80.1683,US DOLLAR,02-08-2010,80.2667,80.3650,2010-08-02
952,80.0611,US DOLLAR,03-08-2010,80.1458,80.2306,2010-08-03
953,79.8111,US DOLLAR,05-08-2010,79.9014,79.9917,2010-08-05
954,79.5117,US DOLLAR,06-08-2010,79.6019,79.6922,2010-08-06
955,79.3500,US DOLLAR,09-08-2010,79.4403,79.5306,2010-08-09
956,79.5478,US DOLLAR,10-08-2010,79.6408,79.7339,2010-08-10
957,79.6133,US DOLLAR,11-08-2010,79.7050,79.7967,2010-08-11
958,79.9528,US DOLLAR,12-08-2010,80.0458,80.1389,2010-08-12
959,80.3011,US DOLLAR,13-08-2010,80.3983,80.4956,2010-08-13
960,80.3389,US DOLLAR,16-08-2010,80.4208,80.5028,2010-08-16
961,80.3983,US DOLLAR,17-08-2010,80.4872,80.5761,2010-08-17
962,80.4383,US DOLLAR,18-08-2010,80.5286,80.6189,2010-08-18
963,80.6917,US DOLLAR,19-08-2010,80.7806,80.8694,2010-08-19
964,80.9222,US DOLLAR,20-08-2010,81.0153,81.1083,2010-08-20
965,81.0072,US DOLLAR,23-08-2010,81.0850,81.1628,2010-08-23
966,81.2694,US DOLLAR,24-08-2010,81.3628,81.4561,2010-08-24
967,81.1622,US DOLLAR,25-08-2010,81.2428,81.3233,2010-08-25
968,80.6889,US DOLLAR,26-08-2010,80.7819,80.8750,2010-08-26
969,80.7911,US DOLLAR,30-08-2010,80.8731,80.9550,2010-08-30
970,80.9872,US DOLLAR,31-08-2010,81.0711,81.1550,2010-08-31
971,80.8861,US DOLLAR,01-09-2010,80.9742,81.0622,2010-09-01
972,80.6800,US DOLLAR,02-09-2010,80.7689,80.8578,2010-09-02
973,80.6350,US DOLLAR,03-09-2010,80.7272,80.8194,2010-09-03
974,80.5778,US DOLLAR,06-09-2010,80.6708,80.7639,2010-09-06
975,80.8622,US DOLLAR,07-09-2010,80.9442,81.0261,2010-09-07
976,81.0611,US DOLLAR,08-09-2010,81.1514,81.2417,2010-09-08
977,81.1750,US DOLLAR,09-09-2010,81.2619,81.3489,2010-09-09
978,81.1828,US DOLLAR,10-09-2010,81.2703,81.3578,2010-09-10
979,80.8044,US DOLLAR,13-09-2010,80.8933,80.9822,2010-09-13
980,80.8400,US DOLLAR,14-09-2010,80.9303,81.0206,2010-09-14
981,80.7717,US DOLLAR,15-09-2010,80.8592,80.9467,2010-09-15
982,80.7583,US DOLLAR,16-09-2010,80.8403,80.9222,2010-09-16
983,80.5028,US DOLLAR,17-09-2010,80.5903,80.6778,2010-09-17
984,80.6917,US DOLLAR,20-09-2010,80.7869,80.8822,2010-09-20
985,80.9000,US DOLLAR,21-09-2010,80.9917,81.0833,2010-09-21
986,80.7483,US DOLLAR,22-09-2010,80.8358,80.9233,2010-09-22
987,80.8583,US DOLLAR,23-09-2010,80.9486,81.0389,2010-09-23
988,81.0694,US DOLLAR,24-09-2010,81.1597,81.2500,2010-09-24
989,80.8000,US DOLLAR,27-09-2010,80.8917,80.9833,2010-09-27
990,80.8417,US DOLLAR,28-09-2010,80.9375,81.0333,2010-09-28
991,80.7600,US DOLLAR,29-09-2010,80.8503,80.9406,2010-09-29
992,80.6822,US DOLLAR,30-09-2010,80.7781,80.8739,2010-09-30
993,80.7639,US DOLLAR,01-10-2010,80.8444,80.9250,2010-10-01
994,80.7500,US DOLLAR,04-10-2010,80.8361,80.9222,2010-10-04
995,80.7583,US DOLLAR,05-10-2010,80.8411,80.9239,2010-10-05
996,80.6339,US DOLLAR,06-10-2010,80.7172,80.8006,2010-10-06
997,80.5417,US DOLLAR,07-10-2010,80.6300,80.7183,2010-10-07
998,80.4550,US DOLLAR,08-10-2010,80.5369,80.6189,2010-10-08
999,80.4700,US DOLLAR,11-10-2010,80.5589,80.6478,2010-10-11
1000,80.6544,US DOLLAR,12-10-2010,80.7350,80.8156,2010-10-12
1001,80.6472,US DOLLAR,13-10-2010,80.7306,80.8139,2010-10-13
1002,80.4972,US DOLLAR,14-10-2010,80.5861,80.6750,2010-10-14
1003,80.4172,US DOLLAR,15-10-2010,80.5047,80.5922,2010-10-15
1004,80.5778,US DOLLAR,18-10-2010,80.6694,80.7611,2010-10-18
1005,80.6700,US DOLLAR,19-10-2010,80.7561,80.8422,2010-10-19
1006,80.7544,US DOLLAR,21-10-2010,80.8406,80.9267,2010-10-21
1007,80.7083,US DOLLAR,22-10-2010,80.8028,80.8972,2010-10-22
1008,80.5511,US DOLLAR,25-10-2010,80.6428,80.7344,2010-10-25
1009,80.5944,US DOLLAR,26-10-2010,80.6819,80.7694,2010-10-26
1010,80.6617,US DOLLAR,27-10-2010,80.7500,80.8383,2010-10-27
1011,80.7483,US DOLLAR,28-10-2010,80.8344,80.9206,2010-10-28
1012,80.6967,US DOLLAR,29-10-2010,80.7869,80.8772,2010-10-29
1013,80.6733,US DOLLAR,01-11-2010,80.7539,80.8344,2010-11-01
1014,80.6644,US DOLLAR,02-11-2010,80.7394,80.8144,2010-11-02
1015,80.4806,US DOLLAR,03-11-2010,80.5586,80.6367,2010-11-03
1016,80.4433,US DOLLAR,04-11-2010,80.5308,80.6183,2010-11-04
1017,80.0528,US DOLLAR,05-11-2010,80.1356,80.2183,2010-11-05
1018,80.2583,US DOLLAR,08-11-2010,80.3333,80.4083,2010-11-08
1019,80.5444,US DOLLAR,09-11-2010,80.6236,80.7028,2010-11-09
1020,80.5539,US DOLLAR,10-11-2010,80.6344,80.7150,2010-11-10
1021,80.4600,US DOLLAR,11-11-2010,80.5469,80.6339,2010-11-11
1022,80.5139,US DOLLAR,12-11-2010,80.5986,80.6833,2010-11-12
1023,80.4294,US DOLLAR,15-11-2010,80.5147,80.6000,2010-11-15
1024,80.3683,US DOLLAR,16-11-2010,80.4572,80.5461,2010-11-16
1025,80.3667,US DOLLAR,17-11-2010,80.4500,80.5333,2010-11-17
1026,80.0722,US DOLLAR,18-11-2010,80.1639,80.2556,2010-11-18
1027,80.0144,US DOLLAR,19-11-2010,80.1006,80.1867,2010-11-19
1028,79.9522,US DOLLAR,22-11-2010,80.0397,80.1272,2010-11-22
1029,80.0639,US DOLLAR,23-11-2010,80.1625,80.2611,2010-11-23
1030,80.2611,US DOLLAR,24-11-2010,80.3486,80.4361,2010-11-24
1031,80.2056,US DOLLAR,25-11-2010,80.2931,80.3806,2010-11-25
1032,80.3017,US DOLLAR,26-11-2010,80.3892,80.4767,2010-11-26
1033,80.6833,US DOLLAR,29-11-2010,80.7764,80.8694,2010-11-29
1034,80.8728,US DOLLAR,30-11-2010,80.9742,81.0756,2010-11-30
1035,80.8033,US DOLLAR,01-12-2010,80.8972,80.9911,2010-12-01
1036,80.2222,US DOLLAR,02-12-2010,80.3208,80.4194,2010-12-02
1037,80.3722,US DOLLAR,03-12-2010,80.4625,80.5528,2010-12-03
1038,80.3517,US DOLLAR,06-12-2010,80.4364,80.5211,2010-12-06
1039,80.3978,US DOLLAR,07-12-2010,80.4831,80.5683,2010-12-07
1040,80.4650,US DOLLAR,08-12-2010,80.5525,80.6400,2010-12-08
1041,80.4883,US DOLLAR,09-12-2010,80.5736,80.6589,2010-12-09
1042,80.4750,US DOLLAR,10-12-2010,80.5578,80.6406,2010-12-10
1043,80.4222,US DOLLAR,14-12-2010,80.5153,80.6083,2010-12-14
1044,80.4406,US DOLLAR,15-12-2010,80.5239,80.6072,2010-12-15
1045,80.5506,US DOLLAR,16-12-2010,80.6325,80.7144,2010-12-16
1046,80.4472,US DOLLAR,17-12-2010,80.5375,80.6278,2010-12-17
1047,80.4489,US DOLLAR,20-12-2010,80.5308,80.6128,2010-12-20
1048,80.4039,US DOLLAR,21-12-2010,80.4886,80.5733,2010-12-21
1049,80.4194,US DOLLAR,22-12-2010,80.4906,80.5617,2010-12-22
1050,80.4900,US DOLLAR,23-12-2010,80.5733,80.6567,2010-12-23
1051,80.5167,US DOLLAR,24-12-2010,80.5903,80.6639,2010-12-24
1052,80.6125,US DOLLAR,27-12-2010,80.6625,80.7125,2010-12-27
1053,80.5311,US DOLLAR,28-12-2010,80.6144,80.6978,2010-12-28
1054,80.5583,US DOLLAR,29-12-2010,80.6292,80.7000,2010-12-29
1055,80.5944,US DOLLAR,30-12-2010,80.6714,80.7483,2010-12-30
1056,80.6767,US DOLLAR,31-12-2010,80.7519,80.8272,2010-12-31
1057,80.7239,US DOLLAR,03-01-2011,80.7961,80.8683,2011-01-03
1058,80.8978,US DOLLAR,04-01-2011,80.9950,81.0922,2011-01-04
1059,80.8417,US DOLLAR,05-01-2011,80.9389,81.0361,2011-01-05
1060,81.0472,US DOLLAR,06-01-2011,81.1322,81.2172,2011-01-06
1061,81.0611,US DOLLAR,07-01-2011,81.1444,81.2278,2011-01-07
1062,81.0844,US DOLLAR,10-01-2011,81.1747,81.2650,2011-01-10
1063,81.1361,US DOLLAR,11-01-2011,81.2181,81.3000,2011-01-11
1064,80.9833,US DOLLAR,12-01-2011,81.0708,81.1583,2011-01-12
1065,80.8500,US DOLLAR,13-01-2011,80.9417,81.0333,2011-01-13
1066,80.6611,US DOLLAR,14-01-2011,80.7431,80.8250,2011-01-14
1067,80.8917,US DOLLAR,17-01-2011,80.9736,81.0556,2011-01-17
1068,80.9833,US DOLLAR,18-01-2011,81.0708,81.1583,2011-01-18
1069,80.8389,US DOLLAR,19-01-2011,80.9333,81.0278,2011-01-19
1070,80.9778,US DOLLAR,20-01-2011,81.0661,81.1544,2011-01-20
1071,80.9972,US DOLLAR,21-01-2011,81.0764,81.1556,2011-01-21
1072,80.9250,US DOLLAR,24-01-2011,81.0147,81.1044,2011-01-24
1073,80.9272,US DOLLAR,25-01-2011,81.0217,81.1161,2011-01-25
1074,80.9156,US DOLLAR,26-01-2011,81.0031,81.0906,2011-01-26
1075,80.9250,US DOLLAR,27-01-2011,80.9986,81.0722,2011-01-27
1076,80.9472,US DOLLAR,28-01-2011,81.0250,81.1028,2011-01-28
1077,81.1806,US DOLLAR,31-01-2011,81.2722,81.3639,2011-01-31
1078,81.1000,US DOLLAR,01-02-2011,81.1917,81.2833,2011-02-01
1079,81.0194,US DOLLAR,02-02-2011,81.1014,81.1833,2011-02-02
1080,80.9750,US DOLLAR,03-02-2011,81.0667,81.1583,2011-02-03
1081,81.0972,US DOLLAR,04-02-2011,81.1889,81.2806,2011-02-04
1082,81.0611,US DOLLAR,07-02-2011,81.1472,81.2333,2011-02-07
1083,81.1194,US DOLLAR,08-02-2011,81.2042,81.2889,2011-02-08
1084,81.1250,US DOLLAR,09-02-2011,81.2167,81.3083,2011-02-09
1085,81.1500,US DOLLAR,10-02-2011,81.2375,81.3250,2011-02-10
1086,81.2139,US DOLLAR,11-02-2011,81.3014,81.3889,2011-02-11
1087,81.3733,US DOLLAR,14-02-2011,81.4428,81.5122,2011-02-14
1088,81.3017,US DOLLAR,15-02-2011,81.3869,81.4722,2011-02-15
1089,81.2694,US DOLLAR,16-02-2011,81.3583,81.4472,2011-02-16
1090,81.3011,US DOLLAR,17-02-2011,81.3942,81.4872,2011-02-17
1091,81.3733,US DOLLAR,18-02-2011,81.4456,81.5178,2011-02-18
1092,81.7061,US DOLLAR,21-02-2011,81.7936,81.8811,2011-02-21
1093,81.7694,US DOLLAR,22-02-2011,81.8611,81.9528,2011-02-22
1094,81.8000,US DOLLAR,23-02-2011,81.8750,81.9500,2011-02-23
1095,81.8167,US DOLLAR,24-02-2011,81.8917,81.9667,2011-02-24
1096,81.9172,US DOLLAR,25-02-2011,81.9992,82.0811,2011-02-25
1097,82.2583,US DOLLAR,28-02-2011,82.3639,82.4694,2011-02-28
1098,82.5111,US DOLLAR,01-03-2011,82.6014,82.6917,2011-03-01
1099,82.7156,US DOLLAR,02-03-2011,82.8031,82.8906,2011-03-02
1100,82.8306,US DOLLAR,03-03-2011,82.9278,83.0250,2011-03-03
1101,82.9722,US DOLLAR,04-03-2011,83.0542,83.1361,2011-03-04
1102,82.9150,US DOLLAR,07-03-2011,83.0081,83.1011,2011-03-07
1103,82.9944,US DOLLAR,08-03-2011,83.0833,83.1722,2011-03-08
1104,83.3722,US DOLLAR,09-03-2011,83.4667,83.5611,2011-03-09
1105,83.9239,US DOLLAR,10-03-2011,84.0447,84.1656,2011-03-10
1106,84.5639,US DOLLAR,11-03-2011,84.6569,84.7500,2011-03-11
1107,84.8461,US DOLLAR,14-03-2011,84.9294,85.0128,2011-03-14
1108,86.2350,US DOLLAR,15-03-2011,86.3239,86.4128,2011-03-15
1109,85.7833,US DOLLAR,16-03-2011,85.8572,85.9311,2011-03-16
1110,85.7233,US DOLLAR,17-03-2011,85.8108,85.8983,2011-03-17
1111,84.9611,US DOLLAR,18-03-2011,85.0417,85.1222,2011-03-18
1112,84.5056,US DOLLAR,21-03-2011,84.5917,84.6778,2011-03-21
1113,85.0611,US DOLLAR,22-03-2011,85.1486,85.2361,2011-03-22
1114,84.6944,US DOLLAR,23-03-2011,84.7847,84.8750,2011-03-23
1115,84.9139,US DOLLAR,24-03-2011,84.9931,85.0722,2011-03-24
1116,84.8583,US DOLLAR,25-03-2011,84.9444,85.0306,2011-03-25
1117,84.2083,US DOLLAR,28-03-2011,84.2944,84.3806,2011-03-28
1118,83.7533,US DOLLAR,29-03-2011,83.8206,83.8878,2011-03-29
1119,83.4650,US DOLLAR,30-03-2011,83.5511,83.6372,2011-03-30
1120,82.9056,US DOLLAR,31-03-2011,82.9889,83.0722,2011-03-31
1121,83.0778,US DOLLAR,01-04-2011,83.1583,83.2389,2011-04-01
1122,83.2917,US DOLLAR,04-04-2011,83.3722,83.4528,2011-04-04
1123,83.6500,US DOLLAR,05-04-2011,83.7444,83.8389,2011-04-05
1124,83.6367,US DOLLAR,06-04-2011,83.7325,83.8283,2011-04-06
1125,84.6772,US DOLLAR,07-04-2011,84.7664,84.8556,2011-04-07
1126,84.1972,US DOLLAR,08-04-2011,84.2917,84.3861,2011-04-08
1127,84.0556,US DOLLAR,11-04-2011,84.1431,84.2306,2011-04-11
1128,84.1622,US DOLLAR,12-04-2011,84.2428,84.3233,2011-04-12
1129,83.8639,US DOLLAR,13-04-2011,83.9431,84.0222,2011-04-13
1130,83.9722,US DOLLAR,14-04-2011,84.0736,84.1750,2011-04-14
1131,84.0667,US DOLLAR,15-04-2011,84.1472,84.2278,2011-04-15
1132,83.9194,US DOLLAR,18-04-2011,84.0056,84.0917,2011-04-18
1133,83.7667,US DOLLAR,19-04-2011,83.8417,83.9167,2011-04-19
1134,83.8194,US DOLLAR,20-04-2011,83.9181,84.0167,2011-04-20
1135,83.8961,US DOLLAR,21-04-2011,83.9828,84.0694,2011-04-21
1136,83.8583,US DOLLAR,26-04-2011,83.9278,83.9972,2011-04-26
1137,83.4806,US DOLLAR,27-04-2011,83.5708,83.6611,2011-04-27
1138,83.5500,US DOLLAR,28-04-2011,83.6250,83.7000,2011-04-28
1139,83.3000,US DOLLAR,29-04-2011,83.4194,83.5389,2011-04-29
1140,83.3333,US DOLLAR,03-05-2011,83.4583,83.5833,2011-05-03
1141,83.4194,US DOLLAR,04-05-2011,83.5278,83.6361,2011-05-04
1142,83.5806,US DOLLAR,05-05-2011,83.6556,83.7306,2011-05-05
1143,83.9500,US DOLLAR,06-05-2011,84.0500,84.1500,2011-05-06
1144,84.1333,US DOLLAR,09-05-2011,84.2208,84.3083,2011-05-09
1145,84.5944,US DOLLAR,10-05-2011,84.7056,84.8167,2011-05-10
1146,85.1389,US DOLLAR,11-05-2011,85.2222,85.3056,2011-05-11
1147,85.8411,US DOLLAR,12-05-2011,85.9244,86.0078,2011-05-12
1148,86.0250,US DOLLAR,13-05-2011,86.1139,86.2028,2011-05-13
1149,85.8583,US DOLLAR,16-05-2011,85.9333,86.0083,2011-05-16
1150,86.1583,US DOLLAR,17-05-2011,86.2514,86.3444,2011-05-17
1151,86.4750,US DOLLAR,18-05-2011,86.5611,86.6472,2011-05-18
1152,86.9667,US DOLLAR,19-05-2011,87.0486,87.1306,2011-05-19
1153,85.9122,US DOLLAR,20-05-2011,86.0261,86.1400,2011-05-20
1154,86.0667,US DOLLAR,23-05-2011,86.1528,86.2389,2011-05-23
1155,86.0528,US DOLLAR,24-05-2011,86.1472,86.2417,2011-05-24
1156,86.3389,US DOLLAR,25-05-2011,86.4208,86.5028,2011-05-25
1157,85.9056,US DOLLAR,26-05-2011,86.0111,86.1167,2011-05-26
1158,85.3611,US DOLLAR,27-05-2011,85.4417,85.5222,2011-05-27
1159,85.4439,US DOLLAR,30-05-2011,85.5161,85.5883,2011-05-30
1160,85.6322,US DOLLAR,31-05-2011,85.7044,85.7767,2011-05-31
1161,86.2889,US DOLLAR,02-06-2011,86.3750,86.4611,2011-06-02
1162,86.6583,US DOLLAR,03-06-2011,86.7514,86.8444,2011-06-03
1163,86.7500,US DOLLAR,06-06-2011,86.8292,86.9083,2011-06-06
1164,86.9722,US DOLLAR,07-06-2011,87.0422,87.1122,2011-06-07
1165,87.6372,US DOLLAR,08-06-2011,87.7219,87.8067,2011-06-08
1166,87.4722,US DOLLAR,09-06-2011,87.5569,87.6417,2011-06-09
1167,87.5778,US DOLLAR,10-06-2011,87.6625,87.7472,2011-06-10
1168,88.0056,US DOLLAR,13-06-2011,88.0931,88.1806,2011-06-13
1169,89.2861,US DOLLAR,14-06-2011,89.3708,89.4556,2011-06-14
1170,89.1722,US DOLLAR,15-06-2011,89.2361,89.3000,2011-06-15
1171,88.6528,US DOLLAR,16-06-2011,88.9764,89.3000,2011-06-16
1172,89.9278,US DOLLAR,17-06-2011,90.0444,90.1611,2011-06-17
1173,89.6889,US DOLLAR,20-06-2011,89.8000,89.9111,2011-06-20
1174,90.5889,US DOLLAR,21-06-2011,90.7333,90.8778,2011-06-21
1175,91.4417,US DOLLAR,22-06-2011,91.6556,91.8694,2011-06-22
1176,90.3417,US DOLLAR,23-06-2011,90.5597,90.7778,2011-06-23
1177,90.2083,US DOLLAR,24-06-2011,90.4486,90.6889,2011-06-24
1178,90.2611,US DOLLAR,27-06-2011,90.4625,90.6639,2011-06-27
1179,90.6889,US DOLLAR,28-06-2011,90.8278,90.9667,2011-06-28
1180,89.8583,US DOLLAR,29-06-2011,90.0236,90.1889,2011-06-29
1181,89.7194,US DOLLAR,30-06-2011,89.8639,90.0083,2011-06-30
1182,89.2667,US DOLLAR,01-07-2011,89.3597,89.4528,2011-07-01
1183,88.5506,US DOLLAR,04-07-2011,88.6856,88.8206,2011-07-04
1184,88.3444,US DOLLAR,05-07-2011,88.4514,88.5583,2011-07-05
1185,88.8500,US DOLLAR,06-07-2011,88.9694,89.0889,2011-07-06
1186,89.7389,US DOLLAR,07-07-2011,89.8583,89.9778,2011-07-07
1187,89.8333,US DOLLAR,08-07-2011,89.9389,90.0444,2011-07-08
1188,90.1361,US DOLLAR,11-07-2011,90.2417,90.3472,2011-07-11
1189,90.3250,US DOLLAR,12-07-2011,90.4417,90.5583,2011-07-12
1190,89.5333,US DOLLAR,13-07-2011,89.6708,89.8083,2011-07-13
1191,89.3611,US DOLLAR,14-07-2011,89.4750,89.5889,2011-07-14
1192,89.4694,US DOLLAR,15-07-2011,89.5833,89.6972,2011-07-15
1193,89.5778,US DOLLAR,18-07-2011,89.6847,89.7917,2011-07-18
1194,90.0889,US DOLLAR,19-07-2011,90.1861,90.2833,2011-07-19
1195,90.0722,US DOLLAR,20-07-2011,90.1681,90.2639,2011-07-20
1196,89.9611,US DOLLAR,21-07-2011,90.0583,90.1556,2011-07-21
1197,89.8639,US DOLLAR,22-07-2011,89.9611,90.0583,2011-07-22
1198,90.1939,US DOLLAR,25-07-2011,90.2878,90.3817,2011-07-25
1199,90.2806,US DOLLAR,26-07-2011,90.3750,90.4694,2011-07-26
1200,90.4250,US DOLLAR,27-07-2011,90.5111,90.5972,2011-07-27
1201,90.7333,US DOLLAR,28-07-2011,90.8444,90.9556,2011-07-28
