,Buy,Currency,Date,Mean,Sell,date
1202,90.9972,US DOLLAR,29-07-2011,91.1000,91.2028,2011-07-29
1203,90.8750,US DOLLAR,01-08-2011,90.9750,91.0750,2011-08-01
1204,91.1111,US DOLLAR,02-08-2011,91.2111,91.3111,2011-08-02
1205,91.4861,US DOLLAR,03-08-2011,91.5847,91.6833,2011-08-03
1206,91.8389,US DOLLAR,04-08-2011,91.9361,92.0333,2011-08-04
1207,92.2500,US DOLLAR,05-08-2011,92.3528,92.4556,2011-08-05
1208,92.6611,US DOLLAR,08-08-2011,92.7667,92.8722,2011-08-08
1209,93.6278,US DOLLAR,09-08-2011,93.7375,93.8472,2011-08-09
1210,94.4028,US DOLLAR,10-08-2011,94.5167,94.6306,2011-08-10
1211,93.7428,US DOLLAR,11-08-2011,93.9131,94.0833,2011-08-11
1212,93.0956,US DOLLAR,12-08-2011,93.2328,93.3700,2011-08-12
1213,92.6061,US DOLLAR,15-08-2011,92.7183,92.8306,2011-08-15
1214,92.7367,US DOLLAR,16-08-2011,92.8500,92.9633,2011-08-16
1215,93.0333,US DOLLAR,17-08-2011,93.1431,93.2528,2011-08-17
1216,93.0306,US DOLLAR,18-08-2011,93.1361,93.2417,2011-08-18
1217,92.7889,US DOLLAR,19-08-2011,92.9028,93.0167,2011-08-19
1218,92.9111,US DOLLAR,22-08-2011,93.0097,93.1083,2011-08-22
1219,92.7083,US DOLLAR,23-08-2011,92.8056,92.9028,2011-08-23
1220,92.6278,US DOLLAR,24-08-2011,92.7306,92.8333,2011-08-24
1221,92.2972,US DOLLAR,25-08-2011,92.4042,92.5111,2011-08-25
1222,92.7944,US DOLLAR,26-08-2011,92.8931,92.9917,2011-08-26
1223,92.7528,US DOLLAR,29-08-2011,92.8489,92.9450,2011-08-29
1224,93.5167,US DOLLAR,30-08-2011,93.6222,93.7278,2011-08-30
1225,93.5778,US DOLLAR,01-09-2011,93.6806,93.7833,2011-09-01
1226,94.0194,US DOLLAR,02-09-2011,94.1097,94.2000,2011-09-02
1227,94.3306,US DOLLAR,05-09-2011,94.4278,94.5250,2011-09-05
1228,94.6722,US DOLLAR,06-09-2011,94.7722,94.8722,2011-09-06
1229,93.2389,US DOLLAR,07-09-2011,93.4597,93.6806,2011-09-07
1230,93.8361,US DOLLAR,08-09-2011,93.9903,94.1444,2011-09-08
1231,93.5583,US DOLLAR,09-09-2011,93.7083,93.8583,2011-09-09
1232,93.9778,US DOLLAR,12-09-2011,94.1111,94.2444,2011-09-12
1233,95.3278,US DOLLAR,13-09-2011,95.4306,95.5333,2011-09-13
1234,94.6528,US DOLLAR,14-09-2011,94.7819,94.9111,2011-09-14
1235,94.8056,US DOLLAR,15-09-2011,94.9708,95.1361,2011-09-15
1236,94.6667,US DOLLAR,16-09-2011,94.8056,94.9444,2011-09-16
1237,95.0567,US DOLLAR,19-09-2011,95.1928,95.3289,2011-09-19
1238,95.7083,US DOLLAR,20-09-2011,95.8361,95.9639,2011-09-20
1239,95.9111,US DOLLAR,21-09-2011,96.0278,96.1444,2011-09-21
1240,97.3389,US DOLLAR,22-09-2011,97.5806,97.8222,2011-09-22
1241,98.6972,US DOLLAR,23-09-2011,98.8944,99.0917,2011-09-23
1242,98.8833,US DOLLAR,26-09-2011,99.0556,99.2278,2011-09-26
1243,101.8000,US DOLLAR,27-09-2011,101.9490,102.0970,2011-09-27
1244,101.8140,US DOLLAR,28-09-2011,102.0110,102.2080,2011-09-28
1245,101.0030,US DOLLAR,29-09-2011,101.2320,101.4610,2011-09-29
1246,99.6861,US DOLLAR,30-09-2011,99.8319,99.9778,2011-09-30
1247,100.2920,US DOLLAR,03-10-2011,100.4790,100.6670,2011-10-03
1248,101.4720,US DOLLAR,04-10-2011,101.6740,101.8750,2011-10-04
1249,101.3780,US DOLLAR,05-10-2011,101.7150,102.0530,2011-10-05
1250,100.7500,US DOLLAR,06-10-2011,100.9490,101.1470,2011-10-06
1251,101.7860,US DOLLAR,07-10-2011,101.9470,102.1080,2011-10-07
1252,102.5720,US DOLLAR,10-10-2011,102.8110,103.0500,2011-10-10
1253,103.6920,US DOLLAR,11-10-2011,103.9080,104.1250,2011-10-11
1254,105.7110,US DOLLAR,12-10-2011,105.9610,106.2110,2011-10-12
1255,103.8060,US DOLLAR,13-10-2011,104.0100,104.2140,2011-10-13
1256,101.1140,US DOLLAR,14-10-2011,101.4260,101.7390,2011-10-14
1257,100.3220,US DOLLAR,17-10-2011,100.5120,100.7030,2011-10-17
1258,99.0306,US DOLLAR,18-10-2011,99.1861,99.3417,2011-10-18
1259,99.3722,US DOLLAR,19-10-2011,99.5181,99.6639,2011-10-19
1260,99.5028,US DOLLAR,21-10-2011,99.7014,99.9000,2011-10-21
1261,99.9000,US DOLLAR,24-10-2011,100.1170,100.3330,2011-10-24
1262,100.3000,US DOLLAR,25-10-2011,100.5960,100.8920,2011-10-25
1263,101.0720,US DOLLAR,26-10-2011,101.4430,101.8140,2011-10-26
1264,100.3690,US DOLLAR,27-10-2011,100.6320,100.8940,2011-10-27
1265,98.6972,US DOLLAR,28-10-2011,99.0319,99.3667,2011-10-28
1266,99.4672,US DOLLAR,31-10-2011,99.7783,100.0890,2011-10-31
1267,99.1167,US DOLLAR,01-11-2011,99.3347,99.5528,2011-11-01
1268,96.2944,US DOLLAR,02-11-2011,96.5222,96.7500,2011-11-02
1269,96.5639,US DOLLAR,03-11-2011,96.8097,97.0556,2011-11-03
1270,96.7500,US DOLLAR,04-11-2011,96.9750,97.2000,2011-11-04
1271,97.1889,US DOLLAR,07-11-2011,97.3819,97.5750,2011-11-07
1272,96.7928,US DOLLAR,08-11-2011,96.9706,97.1483,2011-11-08
1273,96.0861,US DOLLAR,09-11-2011,96.2694,96.4528,2011-11-09
1274,95.5278,US DOLLAR,10-11-2011,95.6903,95.8528,2011-11-10
1275,94.6367,US DOLLAR,11-11-2011,94.7989,94.9611,2011-11-11
1276,93.0722,US DOLLAR,14-11-2011,93.2164,93.3606,2011-11-14
1277,93.5667,US DOLLAR,15-11-2011,93.7208,93.8750,2011-11-15
1278,93.9417,US DOLLAR,16-11-2011,94.1458,94.3500,2011-11-16
1279,93.5472,US DOLLAR,17-11-2011,93.6806,93.8139,2011-11-17
1280,92.4228,US DOLLAR,18-11-2011,92.5433,92.6639,2011-11-18
1281,90.8639,US DOLLAR,21-11-2011,91.0417,91.2194,2011-11-21
1282,90.5306,US DOLLAR,22-11-2011,90.6722,90.8139,2011-11-22
1283,89.9306,US DOLLAR,23-11-2011,90.0611,90.1917,2011-11-23
1284,90.1806,US DOLLAR,24-11-2011,90.3097,90.4389,2011-11-24
1285,90.1500,US DOLLAR,25-11-2011,90.2681,90.3861,2011-11-25
1286,90.4250,US DOLLAR,28-11-2011,90.5611,90.6972,2011-11-28
1287,90.0250,US DOLLAR,29-11-2011,90.1681,90.3111,2011-11-29
1288,89.5889,US DOLLAR,30-11-2011,89.7208,89.8528,2011-11-30
1289,89.4667,US DOLLAR,01-12-2011,89.5972,89.7278,2011-12-01
1290,89.5722,US DOLLAR,02-12-2011,89.7125,89.8528,2011-12-02
1291,89.6906,US DOLLAR,05-12-2011,89.8281,89.9656,2011-12-05
1292,89.4339,US DOLLAR,06-12-2011,89.5467,89.6594,2011-12-06
1293,89.5111,US DOLLAR,07-12-2011,89.6236,89.7361,2011-12-07
1294,89.5439,US DOLLAR,08-12-2011,89.6669,89.7900,2011-12-08
1295,89.3833,US DOLLAR,09-12-2011,89.4986,89.6139,2011-12-09
1296,89.4361,US DOLLAR,13-12-2011,89.5500,89.6639,2011-12-13
1297,88.8250,US DOLLAR,14-12-2011,88.9764,89.1278,2011-12-14
1298,87.1500,US DOLLAR,15-12-2011,87.2792,87.4083,2011-12-15
1299,84.4194,US DOLLAR,16-12-2011,84.5972,84.7750,2011-12-16
1300,83.4994,US DOLLAR,19-12-2011,83.6939,83.8883,2011-12-19
1301,83.6861,US DOLLAR,20-12-2011,83.8306,83.9750,2011-12-20
1302,83.4083,US DOLLAR,21-12-2011,83.5167,83.6250,2011-12-21
1303,83.4417,US DOLLAR,22-12-2011,83.5542,83.6667,2011-12-22
1304,83.5750,US DOLLAR,23-12-2011,83.6864,83.7978,2011-12-23
1305,83.5250,US DOLLAR,27-12-2011,83.6472,83.7694,2011-12-27
1306,83.6083,US DOLLAR,28-12-2011,83.7167,83.8250,2011-12-28
1307,84.5278,US DOLLAR,29-12-2011,84.6667,84.8056,2011-12-29
1308,84.9278,US DOLLAR,30-12-2011,85.0681,85.2083,2011-12-30
1309,84.9639,US DOLLAR,03-01-2012,85.0906,85.2172,2012-01-03
1310,85.4611,US DOLLAR,04-01-2012,85.5722,85.6833,2012-01-04
1311,88.2778,US DOLLAR,05-01-2012,88.4403,88.6028,2012-01-05
1312,86.8500,US DOLLAR,06-01-2012,87.0361,87.2222,2012-01-06
1313,86.8100,US DOLLAR,09-01-2012,86.9786,87.1472,2012-01-09
1314,87.0556,US DOLLAR,10-01-2012,87.1778,87.3000,2012-01-10
1315,87.1761,US DOLLAR,11-01-2012,87.3164,87.4567,2012-01-11
1316,87.2833,US DOLLAR,12-01-2012,87.4208,87.5583,2012-01-12
1317,87.4794,US DOLLAR,13-01-2012,87.5889,87.6983,2012-01-13
1318,87.3583,US DOLLAR,16-01-2012,87.4958,87.6333,2012-01-16
1319,86.8139,US DOLLAR,17-01-2012,86.9583,87.1028,2012-01-17
1320,86.1928,US DOLLAR,18-01-2012,86.3331,86.4733,2012-01-18
1321,86.0961,US DOLLAR,19-01-2012,86.2197,86.3433,2012-01-19
1322,85.5583,US DOLLAR,20-01-2012,85.6778,85.7972,2012-01-20
1323,85.9056,US DOLLAR,23-01-2012,86.0444,86.1833,2012-01-23
1324,85.9639,US DOLLAR,24-01-2012,86.1000,86.2361,2012-01-24
1325,85.7111,US DOLLAR,25-01-2012,85.8444,85.9778,2012-01-25
1326,85.2306,US DOLLAR,26-01-2012,85.3639,85.4972,2012-01-26
1327,84.9000,US DOLLAR,27-01-2012,85.0306,85.1611,2012-01-27
1328,84.7806,US DOLLAR,30-01-2012,84.9167,85.0528,2012-01-30
1329,84.4611,US DOLLAR,31-01-2012,84.5875,84.7139,2012-01-31
1330,83.7667,US DOLLAR,01-02-2012,83.8833,84.0000,2012-02-01
1331,83.4639,US DOLLAR,02-02-2012,83.5861,83.7083,2012-02-02
1332,83.7667,US DOLLAR,03-02-2012,83.8708,83.9750,2012-02-03
1333,83.7028,US DOLLAR,06-02-2012,83.8125,83.9222,2012-02-06
1334,83.3750,US DOLLAR,07-02-2012,83.4903,83.6056,2012-02-07
1335,83.0222,US DOLLAR,08-02-2012,83.1403,83.2583,2012-02-08
1336,82.6000,US DOLLAR,09-02-2012,82.7167,82.8333,2012-02-09
1337,83.8028,US DOLLAR,10-02-2012,83.9278,84.0528,2012-02-10
1338,82.6944,US DOLLAR,13-02-2012,82.8125,82.9306,2012-02-13
1339,82.8472,US DOLLAR,14-02-2012,82.9583,83.0694,2012-02-14
1340,82.8217,US DOLLAR,15-02-2012,82.9300,83.0383,2012-02-15
1341,83.0583,US DOLLAR,16-02-2012,83.1667,83.2750,2012-02-16
1342,82.9611,US DOLLAR,17-02-2012,83.0722,83.1833,2012-02-17
1343,82.8028,US DOLLAR,20-02-2012,82.9097,83.0167,2012-02-20
1344,83.1972,US DOLLAR,21-02-2012,83.2972,83.3972,2012-02-21
1345,83.1889,US DOLLAR,22-02-2012,83.2944,83.4000,2012-02-22
1346,82.6278,US DOLLAR,23-02-2012,82.7569,82.8861,2012-02-23
1347,82.5917,US DOLLAR,24-02-2012,82.6986,82.8056,2012-02-24
1348,82.5450,US DOLLAR,27-02-2012,82.6519,82.7589,2012-02-27
1349,82.6417,US DOLLAR,28-02-2012,82.7514,82.8611,2012-02-28
1350,82.8667,US DOLLAR,29-02-2012,82.9708,83.0750,2012-02-29
1351,83.1611,US DOLLAR,01-03-2012,83.2625,83.3639,2012-03-01
1352,83.1561,US DOLLAR,02-03-2012,83.2561,83.3561,2012-03-02
1353,83.1306,US DOLLAR,05-03-2012,83.2347,83.3389,2012-03-05
1354,83.2611,US DOLLAR,06-03-2012,83.3625,83.4639,2012-03-06
1355,82.7111,US DOLLAR,07-03-2012,82.8222,82.9333,2012-03-07
1356,82.7222,US DOLLAR,08-03-2012,82.8292,82.9361,2012-03-08
1403,84.0539,US DOLLAR,09-03-2012,84.1483,84.2428,2012-03-09
1357,82.6556,US DOLLAR,09-03-2012,82.7514,82.8472,2012-03-09
1402,84.0539,US DOLLAR,09-03-2012,84.1483,84.2428,2012-03-09
1358,82.6111,US DOLLAR,12-03-2012,82.7125,82.8139,2012-03-12
1359,82.1672,US DOLLAR,13-03-2012,82.2686,82.3700,2012-03-13
1360,82.1667,US DOLLAR,14-03-2012,82.2694,82.3722,2012-03-14
1361,82.2472,US DOLLAR,15-03-2012,82.3472,82.4472,2012-03-15
1362,82.8283,US DOLLAR,16-03-2012,82.9617,83.0950,2012-03-16
1363,82.8528,US DOLLAR,19-03-2012,82.9611,83.0694,2012-03-19
1364,82.5372,US DOLLAR,20-03-2012,82.6344,82.7317,2012-03-20
1365,82.7433,US DOLLAR,21-03-2012,82.8489,82.9544,2012-03-21
1366,82.7556,US DOLLAR,22-03-2012,82.8611,82.9667,2012-03-22
1367,83.0000,US DOLLAR,23-03-2012,83.1083,83.2167,2012-03-23
1368,82.9294,US DOLLAR,26-03-2012,83.0324,83.1353,2012-03-26
1369,83.0111,US DOLLAR,27-03-2012,83.1042,83.1972,2012-03-27
1370,82.9083,US DOLLAR,28-03-2012,83.0278,83.1472,2012-03-28
1371,82.9139,US DOLLAR,29-03-2012,83.0153,83.1167,2012-03-29
1372,82.9639,US DOLLAR,30-03-2012,83.0556,83.1472,2012-03-30
1373,83.0000,US DOLLAR,02-04-2012,83.1014,83.2028,2012-04-02
1374,82.9694,US DOLLAR,03-04-2012,83.0694,83.1694,2012-04-03
1375,83.0806,US DOLLAR,04-04-2012,83.1764,83.2722,2012-04-04
1376,82.9722,US DOLLAR,05-04-2012,83.0667,83.1611,2012-04-05
1377,83.0100,US DOLLAR,10-04-2012,83.1031,83.1961,2012-04-10
1378,83.1044,US DOLLAR,11-04-2012,83.1961,83.2878,2012-04-11
1379,83.1718,US DOLLAR,12-04-2012,83.2541,83.3365,2012-04-12
1380,83.2722,US DOLLAR,13-04-2012,83.3681,83.4639,2012-04-13
1381,83.0667,US DOLLAR,16-04-2012,83.1611,83.2556,2012-04-16
1382,83.0583,US DOLLAR,17-04-2012,83.1500,83.2417,2012-04-17
1383,83.0389,US DOLLAR,18-04-2012,83.1389,83.2389,2012-04-18
1384,83.0583,US DOLLAR,19-04-2012,83.1542,83.2500,2012-04-19
1385,83.1011,US DOLLAR,20-04-2012,83.1969,83.2928,2012-04-20
1386,83.1289,US DOLLAR,23-04-2012,83.2178,83.3067,2012-04-23
1387,83.1403,US DOLLAR,24-04-2012,83.2293,83.3183,2012-04-24
1388,83.1711,US DOLLAR,25-04-2012,83.2531,83.3350,2012-04-25
1389,83.1844,US DOLLAR,26-04-2012,83.2650,83.3456,2012-04-26
1390,83.1611,US DOLLAR,27-04-2012,83.2500,83.3389,2012-04-27
1391,83.1344,US DOLLAR,30-04-2012,83.2164,83.2983,2012-04-30
1392,83.2000,US DOLLAR,02-05-2012,83.2903,83.3806,2012-05-02
1393,83.3122,US DOLLAR,03-05-2012,83.4053,83.4983,2012-05-03
1394,83.1972,US DOLLAR,04-05-2012,83.2806,83.3639,2012-05-04
1395,83.1911,US DOLLAR,07-05-2012,83.2703,83.3494,2012-05-07
1396,83.2067,US DOLLAR,08-05-2012,83.2831,83.3594,2012-05-08
1397,83.2139,US DOLLAR,09-05-2012,83.2958,83.3778,2012-05-09
1398,83.3083,US DOLLAR,10-05-2012,83.3972,83.4861,2012-05-10
1399,83.5167,US DOLLAR,11-05-2012,83.6181,83.7194,2012-05-11
1400,83.5833,US DOLLAR,14-05-2012,83.6764,83.7694,2012-05-14
1401,83.8472,US DOLLAR,15-05-2012,83.9469,84.0467,2012-05-15
5,84.8561,US DOLLAR,16-05-2012,84.9572,85.0583,2012-05-16
4,84.4639,US DOLLAR,17-05-2012,84.5639,84.6639,2012-05-17
3,85.0611,US DOLLAR,18-05-2012,85.1625,85.2639,2012-05-18
2,84.8561,US DOLLAR,21-05-2012,84.9572,85.0583,2012-05-21
1,84.4639,US DOLLAR,22-05-2012,84.5639,84.6639,2012-05-22
0,85.0611,US DOLLAR,23-05-2012,85.1625,85.2639,2012-05-23
6,85.1572,US DOLLAR,24-05-2012,85.2558,85.3544,2012-05-24
7,85.2250,US DOLLAR,25-05-2012,85.3153,85.4056,2012-05-25
8,85.2972,US DOLLAR,28-05-2012,85.3958,85.4944,2012-05-28
9,85.4833,US DOLLAR,29-05-2012,85.5819,85.6806,2012-05-29
10,85.8611,US DOLLAR,30-05-2012,85.9556,86.0500,2012-05-30
11,86.7250,US DOLLAR,31-05-2012,86.8250,86.9250,2012-05-31
12,85.9806,US DOLLAR,04-06-2012,86.1167,86.2528,2012-06-04
13,85.8500,US DOLLAR,05-06-2012,85.9569,86.0639,2012-06-05
14,85.5389,US DOLLAR,06-06-2012,85.6486,85.7583,2012-06-06
15,85.4139,US DOLLAR,07-06-2012,85.5111,85.6083,2012-06-07
16,84.5694,US DOLLAR,08-06-2012,84.6722,84.7750,2012-06-08
17,84.7056,US DOLLAR,11-06-2012,84.8125,84.9194,2012-06-11
18,85.1361,US DOLLAR,12-06-2012,85.2431,85.3500,2012-06-12
19,85.3444,US DOLLAR,13-06-2012,85.4556,85.5667,2012-06-13
20,85.1694,US DOLLAR,14-06-2012,85.2667,85.3639,2012-06-14
21,85.0250,US DOLLAR,15-06-2012,85.1306,85.2361,2012-06-15
22,84.7833,US DOLLAR,18-06-2012,84.8847,84.9861,2012-06-18
23,84.4139,US DOLLAR,19-06-2012,84.5250,84.6361,2012-06-19
24,84.0500,US DOLLAR,20-06-2012,84.1556,84.2611,2012-06-20
25,83.5417,US DOLLAR,21-06-2012,83.6403,83.7389,2012-06-21
26,83.9083,US DOLLAR,22-06-2012,84.0125,84.1167,2012-06-22
27,83.8444,US DOLLAR,25-06-2012,83.9472,84.0500,2012-06-25
28,84.1533,US DOLLAR,26-06-2012,84.2519,84.3506,2012-06-26
29,84.0639,US DOLLAR,27-06-2012,84.1625,84.2611,2012-06-27
30,84.0611,US DOLLAR,28-06-2012,84.1478,84.2344,2012-06-28
31,84.1389,US DOLLAR,29-06-2012,84.2333,84.3278,2012-06-29
32,84.0378,US DOLLAR,02-07-2012,84.1322,84.2267,2012-07-02
33,84.0356,US DOLLAR,03-07-2012,84.1231,84.2106,2012-07-03
34,83.9306,US DOLLAR,04-07-2012,84.0278,84.1250,2012-07-04
35,83.9417,US DOLLAR,05-07-2012,84.0347,84.1278,2012-07-05
36,84.4278,US DOLLAR,06-07-2012,84.5292,84.6306,2012-07-06
37,83.9917,US DOLLAR,09-07-2012,84.0972,84.2028,2012-07-09
38,83.8353,US DOLLAR,10-07-2012,83.9368,84.0382,2012-07-10
39,83.8588,US DOLLAR,11-07-2012,83.9588,84.0588,2012-07-11
40,83.8333,US DOLLAR,12-07-2012,83.9292,84.0250,2012-07-12
41,83.9324,US DOLLAR,13-07-2012,84.0265,84.1206,2012-07-13
42,84.0250,US DOLLAR,16-07-2012,84.1222,84.2194,2012-07-16
43,84.0944,US DOLLAR,17-07-2012,84.1889,84.2833,2012-07-17
44,84.0853,US DOLLAR,18-07-2012,84.1794,84.2735,2012-07-18
45,84.0656,US DOLLAR,19-07-2012,84.1558,84.2461,2012-07-19
46,84.0517,US DOLLAR,20-07-2012,84.1447,84.2378,2012-07-20
47,84.0972,US DOLLAR,23-07-2012,84.1917,84.2861,2012-07-23
48,84.1700,US DOLLAR,24-07-2012,84.2617,84.3533,2012-07-24
49,84.2139,US DOLLAR,25-07-2012,84.2997,84.3856,2012-07-25
50,84.1389,US DOLLAR,26-07-2012,84.2292,84.3194,2012-07-26
51,84.1178,US DOLLAR,27-07-2012,84.2011,84.2844,2012-07-27
52,84.1111,US DOLLAR,30-07-2012,84.2014,84.2917,2012-07-30
53,84.1250,US DOLLAR,31-07-2012,84.2125,84.3000,2012-07-31
54,84.1439,US DOLLAR,01-08-2012,84.2383,84.3328,2012-08-01
55,84.1378,US DOLLAR,02-08-2012,84.2264,84.3150,2012-08-02
56,84.1683,US DOLLAR,03-08-2012,84.2506,84.3328,2012-08-03
57,84.1072,US DOLLAR,06-08-2012,84.2022,84.2972,2012-08-06
58,84.0028,US DOLLAR,07-08-2012,84.0950,84.1872,2012-08-07
59,83.8361,US DOLLAR,08-08-2012,83.9367,84.0372,2012-08-08
60,83.9917,US DOLLAR,09-08-2012,84.0875,84.1833,2012-08-09
61,83.9250,US DOLLAR,10-08-2012,84.0139,84.1028,2012-08-10
62,83.9594,US DOLLAR,13-08-2012,84.0506,84.1417,2012-08-13
63,83.8006,US DOLLAR,14-08-2012,83.8975,83.9944,2012-08-14
64,83.8361,US DOLLAR,15-08-2012,83.9333,84.0306,2012-08-15
65,83.8833,US DOLLAR,16-08-2012,83.9833,84.0833,2012-08-16
66,83.9678,US DOLLAR,17-08-2012,84.0672,84.1667,2012-08-17
67,83.8806,US DOLLAR,21-08-2012,83.9750,84.0694,2012-08-21
68,83.9167,US DOLLAR,22-08-2012,84.0056,84.0944,2012-08-22
69,83.9139,US DOLLAR,23-08-2012,83.9903,84.0667,2012-08-23
70,83.9167,US DOLLAR,24-08-2012,84.0056,84.0944,2012-08-24
71,83.9250,US DOLLAR,27-08-2012,84.0236,84.1222,2012-08-27
75,84.0017,US DOLLAR,28-08-2012,84.0961,84.1906,2012-08-28
74,84.0306,US DOLLAR,29-08-2012,84.1181,84.2056,2012-08-29
73,84.0644,US DOLLAR,30-08-2012,84.1422,84.2200,2012-08-30
72,84.2250,US DOLLAR,31-08-2012,84.3208,84.4167,2012-08-31
1407,84.0539,US DOLLAR,03-09-2012,84.1483,84.2428,2012-09-03
1404,84.1667,US DOLLAR,04-09-2012,84.2667,84.3667,2012-09-04
1405,84.7639,US DOLLAR,05-09-2012,84.8653,84.9667,2012-09-05
1406,84.2844,US DOLLAR,06-09-2012,84.3872,84.4900,2012-09-06
1408,84.3111,US DOLLAR,07-09-2012,84.4056,84.5000,2012-09-07
1409,84.2444,US DOLLAR,10-09-2012,84.3389,84.4333,2012-09-10
1410,84.1472,US DOLLAR,11-09-2012,84.2403,84.3333,2012-09-11
1411,84.0444,US DOLLAR,12-09-2012,84.1417,84.2389,2012-09-12
1412,84.1194,US DOLLAR,13-09-2012,84.2139,84.3083,2012-09-13
1413,84.3139,US DOLLAR,14-09-2012,84.4042,84.4944,2012-09-14
1414,84.2761,US DOLLAR,17-09-2012,84.3817,84.4872,2012-09-17
1415,84.6544,US DOLLAR,18-09-2012,84.7531,84.8517,2012-09-18
1416,84.7917,US DOLLAR,19-09-2012,84.8847,84.9778,2012-09-19
1417,84.7361,US DOLLAR,20-09-2012,84.8275,84.9189,2012-09-20
1418,84.7361,US DOLLAR,21-09-2012,84.8264,84.9167,2012-09-21
1419,84.7694,US DOLLAR,24-09-2012,84.8667,84.9639,2012-09-24
1421,84.7389,US DOLLAR,25-09-2012,84.8444,84.9500,2012-09-25
1422,84.9222,US DOLLAR,26-09-2012,85.0097,85.0972,2012-09-26
1420,85.0833,US DOLLAR,27-09-2012,85.1764,85.2694,2012-09-27
1423,85.1861,US DOLLAR,28-09-2012,85.2833,85.3806,2012-09-28
1424,85.1861,US DOLLAR,01-10-2012,85.2764,85.3667,2012-10-01
1425,85.0861,US DOLLAR,02-10-2012,85.1764,85.2667,2012-10-02
1426,84.8811,US DOLLAR,03-10-2012,84.9714,85.0617,2012-10-03
1427,84.8333,US DOLLAR,04-10-2012,84.9250,85.0167,2012-10-04
1428,84.8183,US DOLLAR,05-10-2012,84.9125,85.0067,2012-10-05
1429,84.8139,US DOLLAR,08-10-2012,84.9153,85.0167,2012-10-08
1430,85.0061,US DOLLAR,09-10-2012,85.1019,85.1978,2012-10-09
1431,85.0056,US DOLLAR,10-10-2012,85.0978,85.1900,2012-10-10
1432,85.0233,US DOLLAR,11-10-2012,85.1175,85.2117,2012-10-11
1433,85.0283,US DOLLAR,12-10-2012,85.1339,85.2394,2012-10-12
1434,85.0439,US DOLLAR,15-10-2012,85.1383,85.2328,2012-10-15
1435,85.0294,US DOLLAR,16-10-2012,85.1261,85.2228,2012-10-16
1436,84.9389,US DOLLAR,17-10-2012,85.0342,85.1294,2012-10-17
1437,84.9450,US DOLLAR,18-10-2012,85.0422,85.1394,2012-10-18
1438,85.0889,US DOLLAR,19-10-2012,85.1667,85.2444,2012-10-19
1439,85.0611,US DOLLAR,22-10-2012,85.1819,85.3028,2012-10-22
1440,85.1528,US DOLLAR,23-10-2012,85.2328,85.3128,2012-10-23
1441,85.1278,US DOLLAR,24-10-2012,85.2208,85.3139,2012-10-24
1442,85.0528,US DOLLAR,25-10-2012,85.1472,85.2417,2012-10-25
1443,85.0411,US DOLLAR,26-10-2012,85.1342,85.2272,2012-10-26
1444,85.0761,US DOLLAR,29-10-2012,85.1692,85.2622,2012-10-29
1445,85.0833,US DOLLAR,30-10-2012,85.1678,85.2522,2012-10-30
1446,85.0928,US DOLLAR,31-10-2012,85.1775,85.2622,2012-10-31
1447,85.1444,US DOLLAR,01-11-2012,85.2361,85.3278,2012-11-01
1448,85.2306,US DOLLAR,02-11-2012,85.3083,85.3861,2012-11-02
1449,85.3583,US DOLLAR,05-11-2012,85.4456,85.5328,2012-11-05
1450,85.3583,US DOLLAR,06-11-2012,85.5500,85.7417,2012-11-06
1451,85.3639,US DOLLAR,07-11-2012,85.5069,85.6500,2012-11-07
1452,85.3256,US DOLLAR,08-11-2012,85.4100,85.4944,2012-11-08
1453,85.2944,US DOLLAR,09-11-2012,85.3778,85.4611,2012-11-09
1454,85.3144,US DOLLAR,12-11-2012,85.3994,85.4844,2012-11-12
1455,85.4367,US DOLLAR,13-11-2012,85.5283,85.6200,2012-11-13
1456,85.5511,US DOLLAR,14-11-2012,85.6428,85.7344,2012-11-14
1457,85.5483,US DOLLAR,15-11-2012,85.6261,85.7039,2012-11-15
1458,85.5561,US DOLLAR,16-11-2012,85.6450,85.7339,2012-11-16
1459,85.5889,US DOLLAR,19-11-2012,85.6597,85.7306,2012-11-19
1460,85.6222,US DOLLAR,20-11-2012,85.7139,85.8056,2012-11-20
1461,85.6294,US DOLLAR,21-11-2012,85.7114,85.7933,2012-11-21
1462,85.6278,US DOLLAR,22-11-2012,85.7097,85.7917,2012-11-22
1463,85.6322,US DOLLAR,23-11-2012,85.7211,85.8100,2012-11-23
1464,85.7072,US DOLLAR,26-11-2012,85.7975,85.8878,2012-11-26
1465,85.9111,US DOLLAR,27-11-2012,85.9903,86.0694,2012-11-27
1466,85.8917,US DOLLAR,28-11-2012,85.9708,86.0500,2012-11-28
1467,85.8694,US DOLLAR,29-11-2012,85.9431,86.0167,2012-11-29
1468,85.8556,US DOLLAR,30-11-2012,85.9347,86.0139,2012-11-30
1469,85.8250,US DOLLAR,03-12-2012,85.9111,85.9972,2012-12-03
1470,85.8861,US DOLLAR,04-12-2012,85.9639,86.0417,2012-12-04
1471,85.8583,US DOLLAR,05-12-2012,85.9417,86.0250,2012-12-05
1472,85.9028,US DOLLAR,06-12-2012,85.9889,86.0750,2012-12-06
1473,85.8672,US DOLLAR,07-12-2012,85.9575,86.0478,2012-12-07
1474,85.8972,US DOLLAR,10-12-2012,85.9889,86.0806,2012-12-10
1475,85.9717,US DOLLAR,11-12-2012,86.0522,86.1328,2012-12-11
1476,85.9528,US DOLLAR,13-12-2012,86.0422,86.1317,2012-12-13
