,Diesel,Kerosene,Regular,Super,Town,date,super_normed_price
371,80.27,55.46,103.12,99.53,Kilifi,2015-08-15,0.763091313348
372,86.42,60.79,108.17,105.49,Kisii,2015-08-15,0.808786322165
373,85.48,59.84,107.3,104.55,Kisumu,2015-08-15,0.801579391244
374,85.74,60.18,107.62,104.81,Kitale,2015-08-15,0.803572797669
375,85.09,59.71,107.34,104.39,Kitui,2015-08-15,0.800352679598
376,80.39,55.58,103.26,99.65,Kwale,2015-08-15,0.764011347083
377,84.02,59.21,106.52,103.28,Lamu,2015-08-15,0.791842367553
378,90.8,65.42,112.51,110.1,Liboi,2015-08-15,0.844130951468
379,80.39,55.58,103.25,99.65,Likoni Mainland,2015-08-15,0.764011347083
380,93.29,67.72,114.46,112.36,Lokichogio,2015-08-15,0.861458253469
381,84.42,58.97,106.43,103.49,Londiani,2015-08-15,0.793452426589
382,81.3,56.49,104.08,100.55,Lungalunga,2015-08-15,0.770911600092
383,83.49,58.12,105.89,102.79,Machakos,2015-08-15,0.788085563137
384,83.93,58.56,106.3,103.24,Makuyu,2015-08-15,0.791535689642
385,86.63,61.07,108.43,105.7,Malaba,2015-08-15,0.810396381201
386,80.97,56.16,103.75,100.22,Malindi,2015-08-15,0.768381507322
387,97.16,71.79,118.28,116.46,Mandela,2015-08-15,0.8928927394
388,88.42,62.97,110.06,107.49,Maral,2015-08-15,0.824120217741
389,84.96,59.52,106.92,104.03,Marigat,2015-08-15,0.797592578395
390,90.26,64.88,112.02,109.56,Marsabit,2015-08-15,0.839990799663
391,86.59,61.21,108.7,105.89,Maua,2015-08-15,0.81185310128
392,86.03,60.66,108.2,105.33,Meru,2015-08-15,0.807559610519
393,87.38,61.74,109.04,106.45,Migori,2015-08-15,0.816146592042
394,84.32,58.88,106.34,103.39,Mogotio,2015-08-15,0.79268573181
395,84.42,58.97,106.43,103.49,Molo,2015-08-15,0.793452426589
396,80.06,55.25,102.92,99.32,Mombasa,2015-08-15,0.761481254313
397,86,60.63,108.17,105.31,Mtito Andei,2015-08-15,0.807406271563
398,83.93,58.56,106.3,103.24,Muranga,2015-08-15,0.791535689642
399,85.12,59.74,107.37,104.42,Mwingi,2015-08-15,0.800582688032
400,83.35,57.98,105.76,102.65,Nairobi,2015-08-15,0.787012190447
401,84.61,59.17,106.61,103.68,Naivasha,2015-08-15,0.794909146669
402,84.26,58.82,106.28,103.33,Nakuru,2015-08-15,0.792225714943
403,85,59.63,107.26,104.31,Namanga,2015-08-15,0.799739323775
404,85.5,60.13,107.72,104.81,Nanyuki,2015-08-15,0.803572797669
405,84.81,59.44,107.09,104.11,Narok,2015-08-15,0.798205934218
406,85.75,60.38,107.94,105.06,Nkubu,2015-08-15,0.805489534616
407,84.5,59.06,106.51,103.57,Nyahururu,2015-08-15,0.794065782412
408,86.09,60.45,107.87,105.16,Nyamira,2015-08-15,0.806256229395
409,84.91,59.53,107.18,104.21,Nyeri,2015-08-15,0.798972628996
410,85.48,59.84,107.31,104.55,Oyugis,2015-08-15,0.801579391244
411,84.03,58.66,106.38,103.33,Sagana,2015-08-15,0.792225714943
412,85.83,60.19,107.63,104.9,Siaya,2015-08-15,0.80426282297
413,85.48,59.84,107.31,104.55,Sondu,2015-08-15,0.801579391244
414,86.66,61.02,108.38,105.73,Sotik,2015-08-15,0.810626389634
415,83.22,58.41,105.79,102.47,Taveta,2015-08-15,0.785632139845
416,83.49,58.12,105.89,102.79,Thika,2015-08-15,0.788085563137
417,81.66,56.85,104.38,100.91,Voi,2015-08-15,0.773671701296
418,91.6,66.23,113.24,110.9,Wajir,2015-08-15,0.850264509699
419,85.61,60.04,107.5,104.68,Webuye,2015-08-15,0.802576094457
420,87.39,65.49,108.03,101.21,Bomet,2015-07-15,0.775971785632
421,86.98,64.88,107.58,100.8,Bondo,2015-07-15,0.772828337039
422,87.38,65.36,108.01,101.21,Bungoma,2015-07-15,0.775971785632
423,87.98,65.88,108.48,101.8,Busia,2015-07-15,0.780495284827
424,86.3,64.48,107.34,100.33,Chuka,2015-07-15,0.769224871579
425,86.62,64.6,107.31,100.44,Eldoret,2015-07-15,0.770068235835
426,85.79,63.96,106.87,99.82,Embu,2015-07-15,0.765314728207
427,89.13,67.31,109.91,103.16,Garisa,2015-07-15,0.790922333819
428,85.47,63.57,106.29,99.3,Gilgil,2015-07-15,0.761327915357
429,88.35,66.26,108.82,102.18,Homabay,2015-07-15,0.783408724987
430,88.77,66.67,109.2,102.59,Isebania,2015-07-15,0.78655217358
431,87.8,65.98,108.7,101.83,Isiolo,2015-07-15,0.780725293261
432,86.74,64.83,107.44,100.56,Kabarnet,2015-07-15,0.77098826957
433,84.99,63.17,106.16,99.02,Kajiado,2015-07-15,0.759181169976
434,86.76,64.66,107.38,100.58,Kakamega,2015-07-15,0.771141608526
435,87.35,65.33,107.99,101.18,Kapenguria,2015-07-15,0.775741777198
436,86.63,64.61,107.33,100.46,Kapsabet,2015-07-15,0.770221574791
437,87.17,65.08,107.75,101,Kericho,2015-07-15,0.774361726597
438,87.98,65.88,108.48,101.8,Keroka,2015-07-15,0.780495284827
439,85.8,63.98,106.89,99.83,Kerugoya,2015-07-15,0.765391397685
440,86.26,64.44,107.3,100.29,Kiganjo,2015-07-15,0.768918193667
441,81.48,60.21,103.12,95.48,Kilifi,2015-07-15,0.732040174806
442,87.63,65.54,108.17,101.45,Kisii,2015-07-15,0.777811853101
443,86.68,64.59,107.3,100.51,Kisumu,2015-07-15,0.77060492218
444,86.95,64.93,107.62,100.78,Kitale,2015-07-15,0.772674998083
445,86.3,64.48,107.34,100.33,Kitui,2015-07-15,0.769224871579
446,81.6,60.33,103.26,95.6,Kwale,2015-07-15,0.732960208541
447,85.23,63.96,106.52,99.23,Lamu,2015-07-15,0.760791229012
448,92.01,70.19,112.51,106.04,Liboi,2015-07-15,0.813003143449
449,81.6,60.33,103.25,95.6,Likoni Mainland,2015-07-15,0.732960208541
450,94.49,72.47,114.46,108.32,Lokichogio,2015-07-15,0.830483784405
451,85.63,63.72,106.43,99.45,Londiani,2015-07-15,0.762477957525
452,82.5,61.24,104.08,96.5,Lungalunga,2015-07-15,0.73986046155
453,84.7,62.88,105.89,98.73,Machakos,2015-07-15,0.756957755118
454,85.15,63.32,106.3,99.18,Makuyu,2015-07-15,0.760407881622
455,87.84,65.82,108.43,101.66,Malaba,2015-07-15,0.779421912137
456,82.17,60.91,103.75,96.17,Malindi,2015-07-15,0.73733036878
457,98.37,76.55,118.28,112.4,Mandela,2015-07-15,0.861764931381
458,89.63,67.72,110.06,103.45,Maral,2015-07-15,0.793145748677
459,86.17,64.26,106.92,99.99,Marigat,2015-07-15,0.766618109331
460,91.47,69.64,112.02,105.5,Marsabit,2015-07-15,0.808862991643
461,87.8,65.98,108.7,101.83,Maua,2015-07-15,0.780725293261
462,87.24,65.42,108.2,101.27,Meru,2015-07-15,0.776431802499
463,88.59,66.49,109.04,102.41,Migori,2015-07-15,0.785172122978
464,85.53,63.63,106.34,99.35,Mogotio,2015-07-15,0.761711262746
465,85.63,63.72,106.43,99.45,Molo,2015-07-15,0.762477957525
466,81.27,60,102.92,95.27,Mombasa,2015-07-15,0.730430115771
467,87.22,65.39,108.17,101.25,Mtito Andei,2015-07-15,0.776278463544
468,85.15,63.32,106.3,99.18,Muranga,2015-07-15,0.760407881622
469,86.33,64.5,107.37,100.36,Mwingi,2015-07-15,0.769454880012
470,84.56,62.74,105.76,98.59,Nairobi,2015-07-15,0.755884382427
471,85.82,63.92,106.61,99.64,Naivasha,2015-07-15,0.763934677605
472,85.47,63.57,106.28,99.3,Nakuru,2015-07-15,0.761327915357
473,86.22,64.39,107.26,100.25,Namanga,2015-07-15,0.768611515756
474,86.72,64.89,107.72,100.75,Nanyuki,2015-07-15,0.77244498965
475,86.02,64.2,107.09,100.05,Narok,2015-07-15,0.767078126198
476,86.97,65.14,107.94,101,Nkubu,2015-07-15,0.774361726597
477,85.71,63.81,106.51,99.53,Nyahururu,2015-07-15,0.763091313348
478,87.3,65.2,107.87,101.12,Nyamira,2015-07-15,0.775281760331
479,86.12,64.3,107.18,100.15,Nyeri,2015-07-15,0.767844820977
480,86.69,64.59,107.31,100.51,Oyugis,2015-07-15,0.77060492218
481,85.24,63.42,106.38,99.27,Sagana,2015-07-15,0.761097906923
482,87.03,64.94,107.63,100.86,Siaya,2015-07-15,0.773288353906
483,86.69,64.59,107.31,100.51,Sondu,2015-07-15,0.77060492218
484,87.87,65.77,108.38,101.69,Sotik,2015-07-15,0.77965192057
485,84.42,63.16,105.79,98.42,Taveta,2015-07-15,0.754581001303
486,84.7,62.88,105.89,98.73,Thika,2015-07-15,0.756957755118
487,82.87,61.6,104.38,96.87,Voi,2015-07-15,0.742697232232
488,92.81,70.99,113.24,106.85,Wajir,2015-07-15,0.819213371157
489,86.81,64.79,107.5,100.64,Webuye,2015-07-15,0.771601625393
490,86.14,64.53,108.03,99.9,Bomet,2015-06-15,0.76592808403
491,85.73,63.92,107.58,99.49,Bondo,2015-06-15,0.762784635437
492,86.13,64.4,108.01,99.9,Bungoma,2015-06-15,0.76592808403
493,86.73,64.92,108.48,100.49,Busia,2015-06-15,0.770451583225
494,85.05,63.51,107.34,99.01,Chuka,2015-06-15,0.759104500498
495,85.37,63.63,107.31,99.13,Eldoret,2015-06-15,0.760024534233
496,84.53,63,106.87,98.5,Embu,2015-06-15,0.755194357126
497,87.88,66.35,109.91,101.85,Garisa,2015-06-15,0.780878632217
498,84.23,62.61,106.29,97.99,Gilgil,2015-06-15,0.751284213755
499,87.1,65.3,108.82,100.87,Homabay,2015-06-15,0.773365023384
500,87.52,65.71,109.2,101.28,Isebania,2015-06-15,0.776508471977
501,86.55,65.01,108.7,100.51,Isiolo,2015-06-15,0.77060492218
502,85.49,63.87,107.44,99.25,Kabarnet,2015-06-15,0.760944567967
503,83.74,62.21,106.16,97.71,Kajiado,2015-06-15,0.749137468374
504,85.51,63.7,107.38,99.27,Kakamega,2015-06-15,0.761097906923
505,86.11,64.37,107.99,99.87,Kapenguria,2015-06-15,0.765698075596
506,85.38,63.65,107.33,99.15,Kapsabet,2015-06-15,0.760177873189
507,85.92,64.12,107.75,99.69,Kericho,2015-06-15,0.764318024994
508,86.73,64.92,108.48,100.49,Keroka,2015-06-15,0.770451583225
509,84.55,63.01,106.89,98.51,Kerugoya,2015-06-15,0.755271026604
510,85.01,63.47,107.3,98.97,Kiganjo,2015-06-15,0.758797822587
511,80.23,59.25,103.12,94.16,Kilifi,2015-06-15,0.721919803726
512,86.38,64.57,108.17,100.14,Kisii,2015-06-15,0.767768151499
513,85.44,63.63,107.3,99.2,Kisumu,2015-06-15,0.760561220578
514,85.7,63.97,107.62,99.47,Kitale,2015-06-15,0.762631296481
515,85.05,63.51,107.34,99.01,Kitui,2015-06-15,0.759104500498
516,80.35,59.37,103.26,94.29,Kwale,2015-06-15,0.722916506939
517,83.98,63,106.52,97.91,Lamu,2015-06-15,0.750670857931
518,90.76,69.22,112.51,104.72,Liboi,2015-06-15,0.802882772368
519,80.35,59.37,103.25,94.28,Likoni Mainland,2015-06-15,0.722839837461
520,93.25,71.51,114.46,107.01,Lokichogio,2015-06-15,0.820440082803
521,84.38,62.76,106.43,98.14,Londiani,2015-06-15,0.752434255923
522,81.26,60.28,104.08,95.19,Lungalunga,2015-06-15,0.729816759948
523,83.45,61.92,105.89,97.42,Machakos,2015-06-15,0.746914053515
524,83.89,62.36,106.3,97.86,Makuyu,2015-06-15,0.750287510542
525,86.59,64.86,108.43,100.35,Malaba,2015-06-15,0.769378210534
526,80.93,59.95,103.75,94.86,Malindi,2015-06-15,0.727286667178
527,97.12,75.58,118.28,111.09,Mandela,2015-06-15,0.851721229778
528,88.38,66.76,110.06,102.14,Maral,2015-06-15,0.783102047075
529,84.92,63.3,106.92,98.68,Marigat,2015-06-15,0.756574407728
530,90.22,68.68,112.02,104.18,Marsabit,2015-06-15,0.798742620563
531,86.55,65.01,108.7,100.51,Maua,2015-06-15,0.77060492218
532,85.99,64.46,108.2,99.96,Meru,2015-06-15,0.766388100897
533,87.34,65.53,109.04,101.1,Migori,2015-06-15,0.775128421375
534,84.28,62.66,106.34,98.04,Mogotio,2015-06-15,0.751667561144
535,84.38,62.76,106.43,98.14,Molo,2015-06-15,0.752434255923
536,80.02,59.04,102.92,93.95,Mombasa,2015-06-15,0.720309744691
537,85.96,64.43,108.17,99.93,Mtito Andei,2015-06-15,0.766158092463
538,83.89,62.36,106.3,97.86,Muranga,2015-06-15,0.750287510542
539,85.08,63.54,107.37,99.04,Mwingi,2015-06-15,0.759334508932
540,83.31,61.78,105.76,97.28,Nairobi,2015-06-15,0.745840680825
541,84.57,62.96,106.61,98.33,Naivasha,2015-06-15,0.753890976002
542,84.22,62.61,106.28,97.99,Nakuru,2015-06-15,0.751284213755
543,84.96,63.43,107.26,98.93,Namanga,2015-06-15,0.758491144675
544,85.46,63.93,107.72,99.43,Nanyuki,2015-06-15,0.762324618569
545,84.77,63.24,107.09,98.74,Narok,2015-06-15,0.757034424596
546,85.71,64.18,107.94,99.68,Nkubu,2015-06-15,0.764241355516
547,84.46,62.84,106.51,98.22,Nyahururu,2015-06-15,0.753047611746
548,86.05,64.24,107.87,99.81,Nyamira,2015-06-15,0.765238058729
549,84.87,63.33,107.18,98.83,Nyeri,2015-06-15,0.757724449896
550,85.44,63.63,107.31,99.2,Oyugis,2015-06-15,0.760561220578
551,83.99,62.46,106.38,97.96,Sagana,2015-06-15,0.751054205321
552,85.79,63.98,107.63,99.55,Siaya,2015-06-15,0.763244652304
553,85.44,63.63,107.31,99.2,Sondu,2015-06-15,0.760561220578
554,86.62,64.81,108.38,100.38,Sotik,2015-06-15,0.769608218968
555,83.18,62.2,105.79,97.11,Taveta,2015-06-15,0.744537299701
556,83.45,61.92,105.89,97.42,Thika,2015-06-15,0.746914053515
557,81.62,60.64,104.38,95.55,Voi,2015-06-15,0.732576861152
558,91.56,70.03,113.24,105.53,Wajir,2015-06-15,0.809093000077
559,85.56,63.83,107.5,99.33,Webuye,2015-06-15,0.761557923791
560,82.19,62,108.03,95.54,Bomet,2015-05-15,0.732500191674
561,81.77,61.39,107.58,95.12,Bondo,2015-05-15,0.729280073603
562,82.18,61.87,108.01,95.53,Bungoma,2015-05-15,0.732423522196
563,82.77,62.39,108.48,96.12,Busia,2015-05-15,0.736947021391
564,81.08,60.98,107.34,94.63,Chuka,2015-05-15,0.725523269187
565,81.41,61.11,107.31,94.76,Eldoret,2015-05-15,0.726519972399
566,80.56,60.46,106.87,94.11,Embu,2015-05-15,0.721536456337
567,83.91,63.81,109.91,97.46,Garisa,2015-05-15,0.747220731427
568,80.27,60.08,106.29,93.62,Gilgil,2015-05-15,0.717779651921
569,83.15,62.77,108.82,96.5,Homabay,2015-05-15,0.73986046155
570,83.56,63.19,109.2,96.92,Isebania,2015-05-15,0.743080579621
571,82.58,62.48,108.7,96.13,Isiolo,2015-05-15,0.737023690869
572,81.53,61.35,107.44,94.88,Kabarnet,2015-05-15,0.727440006134
573,79.77,59.67,106.16,93.32,Kajiado,2015-05-15,0.715479567584
574,81.55,61.17,107.38,94.9,Kakamega,2015-05-15,0.727593345089
575,82.15,61.84,107.99,95.5,Kapenguria,2015-05-15,0.732193513762
576,81.43,61.12,107.33,94.78,Kapsabet,2015-05-15,0.726673311355
577,81.97,61.59,107.75,95.32,Kericho,2015-05-15,0.73081346316
578,82.77,62.39,108.48,96.12,Keroka,2015-05-15,0.736947021391
579,80.58,60.48,106.89,94.13,Kerugoya,2015-05-15,0.721689795292
580,81.04,60.94,107.3,94.58,Kiganjo,2015-05-15,0.725139921797
581,76.27,56.72,103.12,89.79,Kilifi,2015-05-15,0.688415241892
582,82.43,62.05,108.17,95.78,Kisii,2015-05-15,0.734340259143
583,81.48,61.1,107.3,94.83,Kisumu,2015-05-15,0.727056658744
584,81.75,61.44,107.62,95.1,Kitale,2015-05-15,0.729126734647
585,81.08,60.98,107.34,94.63,Kitui,2015-05-15,0.725523269187
586,76.39,56.85,103.26,89.91,Kwale,2015-05-15,0.689335275627
587,80.02,60.47,106.52,93.54,Lamu,2015-05-15,0.717166296098
588,86.79,66.69,112.51,100.33,Liboi,2015-05-15,0.769224871579
589,76.39,56.84,103.25,89.91,Likoni Mainland,2015-05-15,0.689335275627
590,89.29,68.98,114.46,102.64,Lokichogio,2015-05-15,0.786935520969
591,80.42,60.23,106.43,93.77,Londiani,2015-05-15,0.718929694089
592,77.3,57.75,104.08,90.81,Lungalunga,2015-05-15,0.696235528636
593,79.48,59.38,105.89,93.03,Machakos,2015-05-15,0.713256152726
594,79.93,59.83,106.3,93.47,Makuyu,2015-05-15,0.716629609752
595,82.64,62.33,108.43,95.99,Malaba,2015-05-15,0.735950318178
596,76.97,57.42,103.75,90.48,Malindi,2015-05-15,0.693705435866
597,93.15,73.05,118.28,106.7,Mandela,2015-05-15,0.818063328989
598,84.42,64.24,110.06,97.77,Maral,2015-05-15,0.749597485241
599,80.96,60.78,106.92,94.31,Marigat,2015-05-15,0.723069845894
600,86.25,66.15,112.02,99.79,Marsabit,2015-05-15,0.765084719773
601,82.58,62.48,108.7,96.13,Maua,2015-05-15,0.737023690869
602,82.02,61.92,108.2,95.57,Meru,2015-05-15,0.732730200107
603,83.38,63.01,109.04,96.74,Migori,2015-05-15,0.741700529019
604,80.32,60.14,106.34,93.68,Mogotio,2015-05-15,0.718239668788
605,80.42,60.23,106.43,93.77,Molo,2015-05-15,0.718929694089
606,76.06,56.51,102.92,89.58,Mombasa,2015-05-15,0.686805182857
607,82,61.9,108.17,95.54,Mtito Andei,2015-05-15,0.732500191674
608,79.93,59.83,106.3,93.47,Muranga,2015-05-15,0.716629609752
609,81.11,61.01,107.37,94.65,Mwingi,2015-05-15,0.725676608142
610,79.34,59.24,105.76,92.89,Nairobi,2015-05-15,0.712182780035
611,80.62,60.43,106.61,93.97,Naivasha,2015-05-15,0.720463083646
612,80.27,60.08,106.28,93.62,Nakuru,2015-05-15,0.717779651921
613,81,60.9,107.26,94.54,Namanga,2015-05-15,0.724833243886
614,81.5,61.4,107.72,95.04,Nanyuki,2015-05-15,0.72866671778
615,80.8,60.7,107.09,94.35,Narok,2015-05-15,0.723376523806
616,81.75,61.65,107.94,95.29,Nkubu,2015-05-15,0.730583454727
617,80.5,60.32,106.51,93.86,Nyahururu,2015-05-15,0.71961971939
618,82.09,61.71,107.87,95.44,Nyamira,2015-05-15,0.731733496895
619,80.9,60.8,107.18,94.44,Nyeri,2015-05-15,0.724066549107
620,81.48,61.1,107.31,94.83,Oyugis,2015-05-15,0.727056658744
621,80.02,59.92,106.38,93.57,Sagana,2015-05-15,0.717396304531
622,81.83,61.45,107.63,95.18,Siaya,2015-05-15,0.72974009047
623,81.48,61.1,107.31,94.83,Sondu,2015-05-15,0.727056658744
624,82.66,62.28,108.38,96.01,Sotik,2015-05-15,0.736103657134
625,79.22,59.67,105.79,92.73,Taveta,2015-05-15,0.710956068389
626,79.48,59.38,105.89,93.03,Thika,2015-05-15,0.713256152726
627,77.66,58.11,104.38,91.17,Voi,2015-05-15,0.69899562984
628,87.59,67.49,113.24,101.14,Wajir,2015-05-15,0.775435099287
629,81.61,61.3,107.5,94.96,Webuye,2015-05-15,0.728053361957
630,80.33,59.98,108.03,92.01,Bomet,2015-04-15,0.705435865982
631,79.92,59.37,107.58,91.6,Bondo,2015-04-15,0.702292417389
632,80.33,59.85,108.01,92,Bungoma,2015-04-15,0.705359196504
633,80.92,60.37,108.48,92.6,Busia,2015-04-15,0.709959365177
634,79.22,58.95,107.34,91.08,Chuka,2015-04-15,0.698305604539
635,79.56,59.08,107.31,91.24,Eldoret,2015-04-15,0.699532316185
636,78.71,58.44,106.87,90.57,Embu,2015-04-15,0.694395461167
637,82.05,61.78,109.91,93.92,Garisa,2015-04-15,0.720079736257
638,78.42,58.06,106.29,90.1,Gilgil,2015-04-15,0.690791995707
639,81.3,60.75,108.82,92.98,Homabay,2015-04-15,0.712872805336
640,81.71,61.16,109.2,93.39,Isebania,2015-04-15,0.716016253929
641,80.72,60.45,108.7,92.58,Isiolo,2015-04-15,0.709806026221
642,79.68,59.32,107.44,91.36,Kabarnet,2015-04-15,0.700452349919
643,77.92,57.64,106.16,89.78,Kajiado,2015-04-15,0.688338572414
644,79.7,59.15,107.38,91.38,Kakamega,2015-04-15,0.700605688875
645,80.3,59.82,107.99,91.98,Kapenguria,2015-04-15,0.705205857548
646,79.57,59.1,107.33,91.25,Kapsabet,2015-04-15,0.699608985663
647,80.11,59.57,107.75,91.79,Kericho,2015-04-15,0.703749137468
648,80.92,60.37,108.48,92.6,Keroka,2015-04-15,0.709959365177
649,78.72,58.45,106.89,90.58,Kerugoya,2015-04-15,0.694472130645
650,79.18,58.91,107.3,91.04,Kiganjo,2015-04-15,0.697998926627
651,74.42,54.7,103.12,86.25,Kilifi,2015-04-15,0.661274246722
652,80.57,60.02,108.17,92.25,Kisii,2015-04-15,0.707275933451
653,79.63,59.08,107.3,91.31,Kisumu,2015-04-15,0.70006900253
654,79.89,59.42,107.62,91.57,Kitale,2015-04-15,0.702062408955
655,79.22,58.95,107.34,91.08,Kitui,2015-04-15,0.698305604539
656,74.54,54.82,103.26,86.37,Kwale,2015-04-15,0.662194280457
657,78.17,58.45,106.52,90,Lamu,2015-04-15,0.690025300928
658,84.93,64.66,112.51,96.79,Liboi,2015-04-15,0.742083876409
659,74.54,54.82,103.25,86.37,Likoni Mainland,2015-04-15,0.662194280457
660,87.44,66.96,114.46,99.12,Lokichogio,2015-04-15,0.759947864755
661,78.57,58.21,106.43,90.25,Londiani,2015-04-15,0.691942037875
662,75.44,55.72,104.08,87.28,Lungalunga,2015-04-15,0.669171202944
663,77.62,57.35,105.89,89.49,Machakos,2015-04-15,0.686115157556
664,78.07,57.8,106.3,89.93,Makuyu,2015-04-15,0.689488614583
665,80.78,60.31,108.43,92.46,Malaba,2015-04-15,0.708885992486
666,75.11,55.39,103.75,86.95,Malindi,2015-04-15,0.666641110174
667,91.29,71.02,118.28,103.15,Mandela,2015-04-15,0.790845664341
668,82.57,62.21,110.06,94.25,Maral,2015-04-15,0.722609829027
669,79.11,58.75,106.92,90.79,Marigat,2015-04-15,0.69608218968
670,84.39,64.12,112.02,96.25,Marsabit,2015-04-15,0.737943724603
671,80.72,60.45,108.7,92.58,Maua,2015-04-15,0.709806026221
672,80.17,59.89,108.2,92.03,Meru,2015-04-15,0.705589204938
673,81.53,60.98,109.04,93.21,Migori,2015-04-15,0.714636203327
674,78.47,58.11,106.34,90.15,Mogotio,2015-04-15,0.691175343096
675,78.57,58.21,106.43,90.25,Molo,2015-04-15,0.691942037875
676,74.21,54.49,102.92,86.04,Mombasa,2015-04-15,0.659664187687
677,80.14,59.87,108.17,92,Mtito Andei,2015-04-15,0.705359196504
678,78.07,57.8,106.3,89.93,Muranga,2015-04-15,0.689488614583
679,79.25,58.98,107.37,91.11,Mwingi,2015-04-15,0.698535612972
680,77.48,57.21,105.76,89.35,Nairobi,2015-04-15,0.685041784865
681,78.76,58.41,106.61,90.44,Naivasha,2015-04-15,0.693398757954
682,78.41,58.06,106.28,90.09,Nakuru,2015-04-15,0.690715326229
683,79.14,58.87,107.26,91,Namanga,2015-04-15,0.697692248716
684,79.64,59.37,107.72,91.5,Nanyuki,2015-04-15,0.70152572261
685,78.94,58.67,107.09,90.81,Narok,2015-04-15,0.696235528636
686,79.89,59.62,107.94,91.75,Nkubu,2015-04-15,0.703442459557
687,78.65,58.3,106.51,90.33,Nyahururu,2015-04-15,0.692555393698
688,80.24,59.69,107.87,91.92,Nyamira,2015-04-15,0.704745840681
689,79.04,58.77,107.18,90.9,Nyeri,2015-04-15,0.696925553937
690,79.63,59.08,107.31,91.31,Oyugis,2015-04-15,0.70006900253
691,78.17,57.89,106.38,90.03,Sagana,2015-04-15,0.690255309361
692,79.98,59.43,107.63,91.66,Siaya,2015-04-15,0.702752434256
693,79.63,59.08,107.31,91.31,Sondu,2015-04-15,0.70006900253
694,80.81,60.26,108.38,92.49,Sotik,2015-04-15,0.70911600092
695,77.36,57.64,105.79,89.2,Taveta,2015-04-15,0.683891742697
696,77.62,57.35,105.89,89.49,Thika,2015-04-15,0.686115157556
697,75.81,56.09,104.38,87.64,Voi,2015-04-15,0.671931304148
698,85.74,65.47,113.24,97.6,Wajir,2015-04-15,0.748294104117
699,79.76,59.28,107.5,91.44,Webuye,2015-04-15,0.701065705743
700,79.05,58.52,108.03,92.13,Bomet,2015-03-15,0.706355899716
701,78.64,57.91,107.58,91.72,Bondo,2015-03-15,0.703212451123
702,79.04,58.39,108.01,92.12,Bungoma,2015-03-15,0.706279230238
703,79.64,58.91,108.48,92.72,Busia,2015-03-15,0.710879398911
704,77.93,57.48,107.34,91.2,Chuka,2015-03-15,0.699225638273
705,78.28,57.62,107.31,91.36,Eldoret,2015-03-15,0.700452349919
706,77.42,56.97,106.87,90.69,Embu,2015-03-15,0.695315494901
707,80.77,60.32,109.91,94.03,Garisa,2015-03-15,0.720923100514
708,77.13,56.6,106.29,90.21,Gilgil,2015-03-15,0.691635359963
709,80.01,59.29,108.82,93.09,Homabay,2015-03-15,0.713716169593
710,80.43,59.7,109.2,93.51,Isebania,2015-03-15,0.716936287664
711,79.43,58.99,108.7,92.7,Isiolo,2015-03-15,0.710726059956
712,78.4,57.86,107.44,91.48,Kabarnet,2015-03-15,0.701372383654
713,76.63,56.18,106.16,89.89,Kajiado,2015-03-15,0.689181936671
714,78.42,57.69,107.38,91.49,Kakamega,2015-03-15,0.701449053132
715,79.01,58.36,107.99,92.09,Kapenguria,2015-03-15,0.706049221805
716,78.29,57.64,107.33,91.37,Kapsabet,2015-03-15,0.700529019397
717,78.83,58.11,107.75,91.91,Kericho,2015-03-15,0.704669171203
718,79.64,58.91,108.48,92.72,Keroka,2015-03-15,0.710879398911
719,77.43,56.98,106.89,90.7,Kerugoya,2015-03-15,0.695392164379
720,77.89,57.44,107.3,91.16,Kiganjo,2015-03-15,0.698918960362
721,73.14,53.24,103.12,86.37,Kilifi,2015-03-15,0.662194280457
722,79.29,58.56,108.17,92.37,Kisii,2015-03-15,0.708195967185
723,78.34,57.62,107.3,91.42,Kisumu,2015-03-15,0.700912366787
724,78.61,57.96,107.62,91.69,Kitale,2015-03-15,0.70298244269
725,77.93,57.48,107.34,91.2,Kitui,2015-03-15,0.699225638273
726,73.26,53.36,103.26,86.49,Kwale,2015-03-15,0.663114314192
727,76.89,56.99,106.52,90.12,Lamu,2015-03-15,0.690945334662
728,83.64,63.19,112.51,96.91,Liboi,2015-03-15,0.743003910143
729,73.26,53.36,103.25,86.49,Likoni Mainland,2015-03-15,0.663114314192
730,86.16,65.5,114.46,99.23,Lokichogio,2015-03-15,0.760791229012
731,77.29,56.75,106.43,90.37,Londiani,2015-03-15,0.692862071609
732,74.16,54.26,104.08,87.39,Lungalunga,2015-03-15,0.670014567201
733,76.34,55.89,105.89,89.6,Machakos,2015-03-15,0.686958521812
734,76.78,56.33,106.3,90.05,Makuyu,2015-03-15,0.690408648317
735,79.5,58.85,108.43,92.58,Malaba,2015-03-15,0.709806026221
736,73.83,53.93,103.75,87.06,Malindi,2015-03-15,0.667484474431
737,90.01,69.56,118.28,103.27,Mandela,2015-03-15,0.791765698076
738,81.29,60.75,110.06,94.37,Maral,2015-03-15,0.723529862762
739,77.83,57.29,106.92,90.91,Marigat,2015-03-15,0.697002223415
740,83.1,62.65,112.02,96.37,Marsabit,2015-03-15,0.738863758338
741,79.43,58.99,108.7,92.7,Maua,2015-03-15,0.710726059956
742,78.88,58.43,108.2,92.15,Meru,2015-03-15,0.706509238672
743,80.25,59.52,109.04,93.33,Migori,2015-03-15,0.715556237062
